,name,location,formatted_address,icon,place_id,price_level,lat,lon,working_hours,price_range,foodRating,serviceRating,valueRating,atmosphereRating,overallRating,overallRatingCnt,has,American,Chinese,European,Pubs,Italian,Diner,Healthy,Japanese,Malaysian,Middle Eastern,Vietnamese,Barbecue,French,Indian,Indonesian,Korean,Lebanese,Philippine,Singaporean,Sri Lankan,Thai,Bakeries,Cafe,Contemporary,Dessert,Fast food,Fusion,Halal,Kosher,Pizza,Quick Bites,Seafood,Soups,Street Food,Sushi
6872,One 2 One,"91 Bencoolen Street Sunshine Plaza Sunshine Plaza, #01-21, Singapore 189652 Singapore","91 Bencoolen St, #01-21, Singapore 189652",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,ChIJq6rqfrsZ2jER6PcYRRdiTSY,nil,1.3000773,103.8503527,"Mon11:30 AM - 7:30 PM,Tue11:30 AM - 7:30 PM,Wed11:30 AM - 7:30 PM,Thu11:30 AM - 7:30 PM,Fri11:30 AM - 7:30 PM,Sat11:30 AM - 7:30 PM",,nil,nil,nil,nil,4.0,4,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6875,Kopitiam,"2 Jurong East Street 21 Imm Building #03-55 Imm, Singapore 609601 Singapore","2 Jurong East Street 21, #03-55 IMM Building, Singapore 609601",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJ4WOd3A0Q2jER8_hLFyH_kTA,1,1.3348154,103.7468395,None,,nil,nil,nil,nil,3.5,8,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6876,Yuan Xing Chao Zhou Restaurant,"34 Whampoa West Bendemeer Ville #01-01, Singapore 330034 Singapore","34 Whampoa West, #01-01, Singapore 330034",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJ____x9MZ2jERSNn_GvDOLI0,2,1.3199839,103.8644251,None,,nil,nil,nil,nil,3.5,6,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6878,Mr. Coconut,"5 Changi Business Park Central 1 Changi City Point #01-k7 Changi City Point, Singapore 486038 Singapore","5 Changi Business Park Central 1, #01-K7 Changi City Point, Singapore 486038",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJHRLKD0c92jERnOZvrTdeBQM,nil,1.3343132,103.9630655,None,nil,nil,nil,nil,nil,5.0,1 review,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6882,Guzman y Gomez - Ocean Financial Centre,"10 Collyer Quay Ocean Financial Centre #B1-06 Ocean Financial Centre, Singapore 049315 Singapore","10 Collyer Quay, B1-06 Ocean Financial Centre, Singapore 049315",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJIevcSgkZ2jERXt3oTAlek2c,2,1.283188,103.852014,"Sun08:00 AM - 8:30 PM,Mon08:00 AM - 8:30 PM,Tue08:00 AM - 8:30 PM,Wed08:00 AM - 8:30 PM,Thu08:00 AM - 8:30 PM,Fri08:00 AM - 8:30 PM,Sat08:00 AM - 8:30 PM",,nil,nil,nil,nil,4.0,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6883,Nana's Green,"7 Fraser Street Duo Galleria, Singapore 189356 Singapore","7 Fraser St, #01-38/39 Duo Galleria, Singapore 189356",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,ChIJu1p3PrAZ2jERfZfCfcqf8o8,nil,1.2994223,103.8582555,None,nil,nil,nil,nil,nil,3.5,6,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6884,Boon Tong Kee,"2 Tampines Central Century Square #B1-18, Singapore 529509 Singapore","2 Tampines Central 5, #B1-18 Century Square, Singapore 529509",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJM4OtWSc92jERa4ZnrsYWg5w,2,1.352633,103.9438317,None,nil,nil,nil,nil,nil,3.5,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6888,Tim Ho Wan,"83 Punggol Central Watertown, Singapore 828761 Singapore","No 01-62, 83 Punggol Central, Waterway Point, Singapore 828761",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJO4wOvgUV2jERglHgYrxXndw,2,1.4062195,103.9022542,None,nil,nil,nil,nil,nil,4.0,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6889,Belirub,"4A Jalan Batu #01-12, Singapore 432004 Singapore","4A Jln Batu, #01-12, Singapore 432004",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJ60ebIkQY2jEROTaU7S1Nx7Q,nil,1.302428,103.883923,None,,nil,nil,nil,nil,4.5,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6892,Mcdonald's Aperia Mall,"12 Kallang Avenue Aperia #01-24, Singapore 339511 Singapore","12 Kallang Avenue, #01-24, Aperia Mall, Singapore 339511",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJPaI4YJoZ2jERaSZNUmH0FXo,1,1.3095473,103.8640566,"Mon07:00 AM - 8:00 PM,Tue07:00 AM - 8:00 PM,Wed07:00 AM - 8:00 PM,Thu07:00 AM - 8:00 PM,Fri07:00 AM - 8:00 PM",,nil,nil,nil,nil,5.0,1 review,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6894,Konomi Zen,"20 Ang Mo Kio Avenue 9, Singapore 569768 Singapore","20 Ang Mo Kio Ave 9, Singapore 569768",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,ChIJjy96nr8W2jER-KmbiuSZMIo,nil,1.3836999,103.8420593,None,,nil,nil,nil,nil,5.0,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6896,Han's Cafe &amp; Cake House,"11 Collyer Quay The Arcade 01-26 The Arcade, Singapore 049317 Singapore","11 Collyer Quay, #01-26 The Arcade, Singapore 049317",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJuYkRvw4Z2jERLX3EQRS7pTw,2,1.2835778,103.8521504,"Mon10:00 AM - 8:00 PM,Tue10:00 AM - 8:00 PM,Wed10:00 AM - 8:00 PM,Thu10:00 AM - 8:00 PM,Fri10:00 AM - 8:00 PM,Sat09:00 AM - 5:00 PM",,nil,nil,nil,nil,3.5,6,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6900,Le Xiao Chu,"470 Macpherson Road, Singapore 368188 Singapore","457 Balestier Rd, Singapore 329833",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJDeLxe98Z2jER257m0KkS_yY,2,1.3261901,103.8481384,None,nil,nil,nil,nil,nil,4.0,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6901,Laugh - The South Beach,"30 Beach Road Jw Marriott Singapore South Beach The South Beach Hotel, Singapore 189763 Singapore","30 Beach Road, Nicoll Hwy, Access Via, Singapore 189763",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,ChIJoUuF-qUZ2jERb2BhLN6CcZQ,nil,1.2944688,103.8557929,None,,nil,nil,nil,nil,4.0,4,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6904,Brill,"501 Bukit Timah Road Cluny Court 501 Bukit Timah Rd, #01-01C, Singapore 259760 Singapore","501 Bukit Timah Rd, #01-01C Cluny Court, Singapore 259760",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJow9vEI4b2jERJOIXedwrqCU,nil,1.3226734,103.8142876,"Sun08:00 AM - 9:00 PM,Mon08:00 AM - 9:00 PM,Tue08:00 AM - 9:00 PM,Wed08:00 AM - 9:00 PM,Thu08:00 AM - 9:00 PM,Fri08:00 AM - 9:00 PM,Sat08:00 AM - 9:00 PM",,nil,nil,nil,nil,3.5,10,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6905,Pan Ji Cooked Food,"335 Smith Street Chinatown Complex #02-078 Chinatown Complex Market and Food Centre, Singapore 050335 Singapore","335 Smith St, #02-78, Singapore 050335",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJAenlH3MZ2jERnhQYsB_CyP4,nil,1.2824528,103.8430886,None,nil,nil,nil,nil,nil,4.0,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6912,Awesome Coffee Bugis,"200 Victoria Street Bugis Junction No. B1-K25 Bugis Junction, Singapore 188021 Singapore","201 Victoria St, #01-06 Bugis+, Singapore 188067",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,ChIJx2uOwroZ2jERUphOPtQDKoU,2,1.2995142,103.8541735,None,,nil,nil,nil,nil,4.5,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6915,Kanshoku Ramen,"2 Orchard Turn #3-18 Ion Orchard, Singapore 238801 Singapore","2 Orchard Turn, #B3 - 18, Singapore 238801",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJHW6pvo0Z2jERvNcIkcphB_s,nil,1.304573,103.8314696,None,nil,nil,nil,nil,nil,3.5,7,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6916,Noordima Malay Food Stall,"#01-78, Telok Blangah Crescent Market and Food Centre Blk 11 Telok Blangah Crescent, Singapore Singapore","11 Telok Blangah Crescent, Singapore 090011",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,ChIJb7LzXNgb2jERM_EtExenjlE,nil,1.2779884,103.8199197,None,,nil,nil,nil,nil,4.5,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6917,Yuan Xiang Vegetarian Food,"Block 211, New Upper Changi Rd, Singapore 460211 Singapore","211 New Upper Changi Rd, Singapore 460211",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJkXH4DrMi2jER8hwaCTcnLlg,nil,1.3254912,103.9319369,None,,nil,nil,nil,nil,4.5,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6918,Ma Li Ya Virgin Chicken,"335 Smith Street #02-189 Chinatown Complex Chinatown Complex Food Centre, Singapore 050335 Singapore","335 Smith St, #02-189, Singapore 050335",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJm6Z0F3MZ2jERtqqs22jeo5w,nil,1.2825495,103.8430755,None,nil,nil,nil,nil,nil,4.0,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6920,Toby's Kopi,"8 Boon Lay Way 8 @ Tradehub 21, Singapore 609964 Singapore","#01-35, Tradehub21, 8 Boon Lay Way, Singapore 609964",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJN7tQynEY2jERUls6BerfE-A,2,1.3281642,103.7523709,None,nil,nil,nil,nil,nil,5.0,1 review,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6921,Sushi Megumi,"1 Sentosa, Singapore 099081 Singapore","443 Joo Chiat Rd, Singapore 427656",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJAbqMFbsi2jEROYuBNPvVbvI,2,1.3070356,103.9043681,"Sun11:30 AM - 2:30 PM5:30 PM - 10:00 PM,Tue11:30 AM - 2:30 PM5:30 PM - 10:00 PM,Wed11:30 AM - 2:30 PM5:30 PM - 10:00 PM,Thu11:30 AM - 2:30 PM5:30 PM - 10:00 PM,Fri11:30 AM - 2:30 PM5:30 PM - 10:00 PM,Sat11:30 AM - 2:30 PM5:30 PM - 10:00 PM",,nil,nil,nil,nil,4.5,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6923,Jalan Tua Kong Lau Lim Mee Pok-The Art Of Mee Pok,"306 Bedok Road Bedok Shopping Complex, Singapore 469466 Singapore","306 Bedok Rd, Singapore 469469",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJlwBL-jE92jER1nSH7NnbYmk,nil,1.3310317,103.9486622,None,nil,nil,nil,nil,nil,3.5,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6924,Menzo Butao,"6 Raffles Boulevard #02-180 Marina Square, Singapore 039594 Singapore","6, #02-180 Raffles Blvd, Marina Square, Singapore 039594",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJF1ZogqgZ2jERTK8F9thMgqk,nil,1.2917639,103.8564465,None,,nil,nil,nil,nil,3.5,14,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6928,Wonderful Bak Kut Teh,"43 Cambridge Road #01-09 Inside Foodpark Coffeeshop, Singapore 210043 Singapore","43 Cambridge Rd, Singapore 210043",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJ2eLHnhgZ2jERe7l2ldrGYdM,nil,1.3155364,103.8492164,"Sun11:00 AM - 11:00 PM,Mon11:00 AM - 11:00 PM,Tue11:00 AM - 11:00 PM,Wed11:00 AM - 11:00 PM,Thu11:00 AM - 11:00 PM,Fri11:00 AM - 11:00 PM,Sat11:00 AM - 11:00 PM",,nil,nil,nil,nil,5.0,1 review,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6932,Nic &amp; Tom Eatery,"55 Serangoon Garden Way Serangoon Garden Estate, Singapore 555951 Singapore","55 Serangoon Garden Way, Singapore 555951",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJM1lSAWYX2jERuMOY4iYMN1Q,nil,1.3633551,103.8657595,None,nil,nil,nil,nil,nil,3.5,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6934,Fun Toast,"1 Vista Exchange Green The Star #02-03 The Star Vista, Singapore 138617 Singapore","1 Vista Exchange Green, #02-03 The Star Vista, Singapore 138617",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,ChIJp0JVlEIa2jERu8As-QXcW1Q,nil,1.307062,103.7880149,None,,nil,nil,nil,nil,4.0,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6939,Frolick,"9 Raffles Boulevard Millenia Walk #01-K7 Millenia Walk, Singapore 039596 Singapore","9 Raffles Blvd, Singapore 039596",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,ChIJo_z7IqkZ2jERE1tkSZmYR8o,nil,1.2916585,103.8597629,None,,nil,nil,nil,nil,4.5,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6941,Pies &amp; Coffee,"176 Orchard Road The Centrepoint The Centrepoint, 01-101-104, Singapore 238843 Singapore",nil,nil,nil,nil,nil,nil,"Sun09:00 AM - 10:00 PM,Mon09:30 AM - 10:00 PM,Tue09:30 AM - 10:00 PM,Wed09:30 AM - 10:00 PM,Thu09:30 AM - 10:00 PM,Fri09:30 AM - 11:00 PM,Sat09:00 AM - 11:00 PM",nil,nil,nil,nil,nil,3.5,10,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6942,Ramen Champion Great WorldCity,"1 Kim Seng Promenade Great World City Great World City #01-22, Singapore 237994 Singapore","1 Kim Seng Promenade, Singapore 237994",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,ChIJB14IQoMZ2jERyjiLXouuJe0,nil,1.2936417,103.8319293,None,,nil,nil,nil,nil,3.5,9,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6943,You Ma You la,"Blk 151 Serangoon North Avenue 2 #01-41 Singapore, Singapore 550151 Singapore",nil,nil,nil,nil,nil,nil,None,nil,nil,nil,nil,nil,5.0,1 review,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6944,Simple,"114 Lavender Street Ct Hub 2 #01-09, Singapore 338729 Singapore","114 Lavender St., #01-09, Singapore 338729",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJeevYHpE92jER2BxY_alhBzc,nil,1.3118477,103.863213,None,nil,nil,nil,nil,nil,5.0,1 review,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6945,Sabar,"435 Orchard Road Wisma Atria #04-50 Wisma Atria Shopping Centre, Singapore 238877 Singapore","435 Orchard Rd, Singapore 238877",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,ChIJSZHC-I0Z2jERm8BlwXqhcfc,nil,1.3037148,103.8332642,None,,nil,nil,nil,nil,4.5,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6949,Pampelmousse Bistro + Bar,"7 Dempsey Rd  Singapore 249671, Singapore Singapore","7 Dempsey Rd, #01-05, Singapore 249671",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJ_VyFuDwa2jERfealhXuxTH8,2,1.3047394,103.8088115,"Mon12:00 PM - 2:30 PM6:30 PM - 10:30 PM,Tue12:00 PM - 2:30 PM6:30 PM - 10:30 PM,Wed12:00 PM - 2:30 PM6:30 PM - 10:30 PM,Thu12:00 PM - 2:30 PM6:30 PM - 10:30 PM,Fri12:00 PM - 2:30 PM6:30 PM - 10:30 PM,Sat12:00 PM - 2:30 PM6:30 PM - 10:30 PM",,nil,nil,nil,nil,5.0,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6950,Zarabi,"Kandahar Street 48, Singapore 198899 Singapore","48 Kandahar St, Singapore 198899",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJUxXB9AEZ2jERklhoIsqzWpE,nil,1.3017896,103.8600066,None,nil,nil,nil,nil,nil,3.5,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6951,Mr. Bilal Prata,"168 Lor 1 Toa Payoh, Singapore 310168 Singapore","168 Lor 1 Toa Payoh, Singapore 310168",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJuRqbadcX2jERFF4tCYd2YLw,nil,1.3319248,103.8434952,None,,nil,nil,nil,nil,5.0,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6952,8Tarts n Pastries,"1 Harbourfront Walk Vivo City #B2-K4 VivoCity, Singapore 098585 Singapore","#B2-K4 VivoCity, 1 Harbourfront Walk, Singapore 098585",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJDyS7oFgZ2jERAhaHwMRDVL4,nil,1.2647261,103.8215132,None,,nil,nil,nil,nil,4.0,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6953,Hand in Hand Shandong Restaurant,"69 Boat Quay, Singapore 049857 Singapore","69 Boat Quay, Singapore 049857",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJl9RTiusZ2jERIfyCTSUSgeo,nil,1.287916,103.8493284,None,,nil,nil,nil,nil,3.5,7,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6955,Mr Biryani,"8 Shenton Way Axa Tower, Singapore 068811 Singapore","11 Chander Rd, Singapore 219529",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJc-iVqGIZ2jEROXBCoWJYLZU,nil,1.3077729,103.8509203,None,,nil,nil,nil,nil,5.0,1 review,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6959,Sherwood Snack Bar,"1 Jalan Anak Bukit Bukit Timah Plaza #B2-14, Bukit Timah Plaza, Singapore 588996 Singapore","1 Jln Anak Bukit, Singapore 588996",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJ3dARAokQ2jERfMbYeSAERHM,nil,1.3388106,103.7786926,None,nil,nil,nil,nil,nil,4.5,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6963,Spinelli Coffee,"165 Tanjong Pagar Road Amara Singapore, Singapore 088539 Singapore","165 Tg Pagar Rd, Singapore 088539",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,ChIJlcRAoGwZ2jERPDxUEScoCFE,nil,1.275143,103.8434628,None,,40,35,35,nil,3.5,10,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6964,Hayashi,"10 Alexandra View Artra 01-11, Singapore 158745 Singapore","12 Alexandra View, #01-11 ARTRA, Singapore 158736",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJy6mlV_ob2jERW8k_Cf-rBn4,nil,1.2900637,103.817105,None,,nil,nil,nil,nil,3.5,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6965,Pho Street,"10 Collyer Quay Ocean Financial Centre B1-05 Ocean Financial Centre, Singapore 049315 Singapore","10 Collyer Quay, Singapore 049315",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,ChIJg3_owA4Z2jER2inkb7fbp6o,nil,1.2832397,103.8520217,"Mon11:00 AM - 7:30 PM,Tue11:00 AM - 7:30 PM,Wed11:00 AM - 7:30 PM,Thu11:00 AM - 7:30 PM,Fri11:00 AM - 7:30 PM",,nil,nil,nil,nil,3.5,6,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6966,Mchefz Cuisine,"21 Choa Chu Kang Avenue 4 Lot One 4 Keat Hong Community Club, Singapore 689812 Singapore","2 Choa Chu Kang Loop, #01-03, Singapore 689687",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJGXnV6-kR2jERQ6qKofvxmgA,2,1.3841921,103.7451355,"Sun10:30 AM - 10:30 PM,Mon10:30 AM - 10:30 PM,Tue10:30 AM - 10:30 PM,Wed10:30 AM - 10:30 PM,Thu10:30 AM - 10:30 PM,Fri10:30 AM - 10:30 PM,Sat10:30 AM - 10:30 PM",,nil,nil,nil,nil,3.5,8,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6968,Hup Lee Cafeteria,"11 Collyer Quay #01-35 the Arcade, Singapore 049317 Singapore","11 Collyer Quay, #01-35 The Arcade, Singapore 049317",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJuYkRvw4Z2jERtV64OMsxqhs,nil,1.2834555,103.8524181,"Sun11:00 AM - 3:00 PM,Mon11:00 AM - 3:00 PM,Tue11:00 AM - 3:00 PM,Wed11:00 AM - 3:00 PM,Thu11:00 AM - 3:00 PM,Fri11:00 AM - 3:00 PM,Sat11:00 AM - 3:00 PM",,nil,nil,nil,nil,4.0,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6969,Casuarina Curry,"138 Casuarina Road Sembawang Hills Estate, Singapore 579526 Singapore","136-138 Casuarina Rd, Singapore 579526",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJ8zToos4W2jERxon2YtEMhAM,1,1.377113,103.828058,None,nil,nil,nil,nil,nil,4.0,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6971,Nines Cafe,"133 New Bridge Road Chinatown Point, Singapore 059413 Singapore","133 New Bridge Rd, Chinatown Point, Singapore 059413",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,ChIJ2zOiSwsZ2jERxIe7MQlWRsI,nil,1.2852093,103.8447228,None,nil,nil,nil,nil,nil,4.5,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
