,name,location,lat,lon,formatted_address,working_hours,price_range,foodRating,serviceRating,valueRating,atmosphereRating,overallRating,overallRatingCnt,has,American,Chinese,European,Pubs,Italian,Diner,Healthy,Japanese,Malaysian,Middle Eastern,Vietnamese,Barbecue,French,Indian,Indonesian,Korean,Lebanese,Philippine,Singaporean,Sri Lankan,Thai,Bakeries,Cafe,Contemporary,Dessert,Fast food,Fusion,Halal,Kosher,Pizza,Quick Bites,Seafood,Soups,Street Food,Sushi
5309,Fine Dining Bakery,"207 River Valley Road #01-59 Ue Square (River Wing), Singapore 238275 Singapore",nil,nil,nil,None,,nil,nil,nil,nil,4.0,5,True,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5310,Dean &amp; Deluca,"47 Pekin Street #01-01, Singapore 048777 Singapore",nil,nil,nil,"Sun07:00 AM - 12:00 PM,Mon07:00 AM - 6:00 PM,Tue07:00 AM - 6:00 PM,Wed07:00 AM - 6:00 PM,Thu07:00 AM - 6:00 PM,Fri07:00 AM - 6:00 PM,Sat07:00 AM - 12:00 PM",,35,35,30,nil,3.0,66,True,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5311,Tin Box The Live House,"30 Victoria Street Chijmes Chijmes, B1-06, Singapore 187996 Singapore",nil,nil,nil,"Mon5:00 PM - 01:00 AM,Tue5:00 PM - 01:00 AM,Wed5:00 PM - 01:00 AM,Thu5:00 PM - 01:00 AM,Fri5:00 PM - 02:00 AM,Sat5:00 PM - 02:00 AM",,nil,nil,nil,nil,5.0,2,True,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5312,Andong Zzimdak,"252 North Bridge Road Raffles City Shopping Centre Raffles City Shopping Centre, Singapore 179103 Singapore",nil,nil,nil,None,,nil,nil,nil,nil,3.5,10,True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5313,Bing Go Jung Korean Dessert House,"1 Jalan Anak Bukit Bukit Timah Plaza L1-Ca2, Bukit Timah Plaza, Singapore 588996 Singapore",nil,nil,nil,None,,nil,nil,nil,nil,3.5,9,True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5314,Mufiz Restaurant,"632 Bukit Batok Central, Singapore 650632 Singapore",nil,nil,nil,"Sun12:00 AM - 11:59 PM,Mon12:00 AM - 11:59 PM,Tue12:00 AM - 11:59 PM,Wed12:00 AM - 11:59 PM,Thu12:00 AM - 11:59 PM,Fri12:00 AM - 11:59 PM,Sat12:00 AM - 11:59 PM",,50,45,50,nil,4.5,7,True,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5315,Tikki Juice Bars,"80 Anson Road Fuji Xerox Towers Fuji Xerox Towers, Singapore 079907 Singapore",nil,nil,nil,"Mon07:00 AM - 7:00 PM,Tue07:00 AM - 7:00 PM,Wed07:00 AM - 7:00 PM,Thu07:00 AM - 7:00 PM,Fri07:00 AM - 7:00 PM",,nil,nil,nil,nil,4.5,4,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5316,Basil,"01-16 Kallang Wave 1 Stadium Place, Singapore Singapore",nil,nil,nil,None,,35,30,35,nil,3.5,30,True,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5317,Nana Original Thai Food,"5001 Beach Road Golden Mile Complex Golden Mile Complex #01-51/52, Singapore 199588 Singapore",nil,nil,nil,None,,nil,nil,nil,nil,4.0,5,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5318,Lao Huo Tang,"33 Sengkang West Avenue The Seletar Mall #B1-28/29 Seletar Mall, Singapore 797653 Singapore",nil,nil,nil,None,,nil,nil,nil,nil,4.5,4,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5319,Seafood Park,"Blk 118 Commonwealth Crescent #01-29, Singapore 140118 Singapore",nil,nil,nil,"Sun11:00 AM - 11:00 PM,Mon11:00 AM - 11:00 PM,Tue11:00 AM - 11:00 PM,Wed11:00 AM - 11:00 PM,Thu11:00 AM - 11:00 PM,Fri11:00 AM - 11:00 PM,Sat11:00 AM - 11:00 PM",,nil,nil,nil,nil,4.0,6,True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5320,Le Café Vie5,"151 Upper Paya Lebar Road, Singapore 534851 Singapore",nil,nil,nil,None,,nil,nil,nil,nil,5.0,2,True,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5321,Fourplay Kitchen and Bar,"467 Joo Chiat Road, Singapore 427678 Singapore",nil,nil,nil,"Sun5:00 PM - 01:00 AM,Tue5:00 PM - 12:00 AM,Wed5:00 PM - 12:00 AM,Thu5:00 PM - 12:00 AM,Fri5:00 PM - 01:00 AM,Sat5:00 PM - 01:00 AM",,nil,nil,nil,nil,4.5,6,True,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5322,Friends Tasty Korea,"431 Sembawang Road Sembawang Park, Singapore 758396 Singapore",nil,nil,nil,None,,nil,nil,nil,nil,4.5,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5323,Uptown Malaysian Nasi Lemak,"121 Telok Ayer Street #01-01 Stall #7, Singapore 068590 Singapore",nil,nil,nil,"Mon10:00 AM - 3:00 PM,Tue10:00 AM - 3:00 PM,Wed10:00 AM - 3:00 PM,Thu10:00 AM - 3:00 PM,Fri10:00 AM - 3:00 PM,Sat10:00 AM - 3:00 PM",,nil,nil,nil,nil,5.0,2,True,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5324,The Salad Corner,"7 Maxwell Road Mnd Building Annexe B 01-41 &amp; &amp; 01-60 Amoy Street Food Centre, Singapore 069111 Singapore",nil,nil,nil,None,nil,nil,nil,nil,nil,4.0,5,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5325,Fullstop,"107 North Bridge Road #01-20 Funan Mall, Singapore 179105 Singapore",nil,nil,nil,None,,nil,nil,nil,nil,4.5,3,True,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5326,4Fingers Crispy Chicken,"50 Jurong Gateway Road #01-15 Jem A, Singapore, Singapore 608549 Singapore",nil,nil,nil,None,nil,nil,nil,nil,nil,4.5,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5327,Suriya Curry House,"536 Upper Serangoon Road, Singapore 534551 Singapore",nil,nil,nil,None,nil,nil,nil,nil,nil,5.0,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5328,Kream &amp; Kenso,"35 Kampong Bahru Road, Singapore 169355 Singapore",nil,nil,nil,None,,nil,nil,nil,nil,4.0,4,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5329,Nickeldime,"8 Mohamed Sultan Road, Singapore 238958 Singapore",nil,nil,nil,"Sun10:00 AM - 10:00 PM,Mon12:00 PM - 11:00 PM,Tue12:00 PM - 11:00 PM,Wed12:00 PM - 11:00 PM,Thu12:00 PM - 11:00 PM,Fri12:00 PM - 11:00 PM,Sat10:00 AM - 11:00 PM",,nil,nil,nil,nil,4.5,4,True,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5330,Five Square,"1 Pickering Street Great Eastern Centre #01-03 Great Eastern Centre, Singapore 048659 Singapore",nil,nil,nil,None,,nil,nil,nil,nil,4.5,7,True,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5331,Peng Cheng Xiao Chu,"45 Temple Street Ground Floor, Singapore 058590 Singapore",nil,nil,nil,"Sun11:00 AM - 10:00 PM,Mon11:00 AM - 10:00 PM,Tue11:00 AM - 10:00 PM,Wed11:00 AM - 10:00 PM,Thu11:00 AM - 10:00 PM,Fri11:00 AM - 10:00 PM,Sat11:00 AM - 10:00 PM",,nil,nil,nil,nil,4.0,5,True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5332,Greendot,"930 Yishun Ave 2 #01-45, Northpoint City, Singapore 769098 Singapore",nil,nil,nil,None,,nil,nil,nil,nil,4.0,5,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5333,Fu Lin Tou Fu Yuen,"721 East Coast Road, Singapore 459070 Singapore",nil,nil,nil,"Sun10:00 AM - 9:00 PM,Mon10:00 AM - 9:00 PM,Tue10:00 AM - 9:00 PM,Wed10:00 AM - 9:00 PM,Thu10:00 AM - 9:00 PM,Fri10:00 AM - 9:00 PM,Sat10:00 AM - 9:00 PM",,35,35,35,nil,3.5,19,True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5334,BreadTalk,"3 Gateway Drive Westgate # 02 - 03 Westgate Mall, Singapore 608532 Singapore",nil,nil,nil,"Sun08:00 AM - 10:00 PM,Mon07:00 AM - 10:00 PM,Tue07:00 AM - 10:00 PM,Wed07:00 AM - 10:00 PM,Thu07:00 AM - 10:00 PM,Fri07:00 AM - 10:00 PM,Sat08:00 AM - 10:00 PM",,nil,nil,nil,nil,4.0,5,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
5335,Barracks Cafe,"8D Dempsey Road, Singapore Singapore",nil,nil,nil,None,,35,35,35,40,3.5,27,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5336,Menya Masamune,"86 Tg Pagar Rd, Singapore 088507 Singapore",nil,nil,nil,None,,nil,nil,nil,nil,4.5,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5337,Burger Frites Singapore,"340 Joo Chiat Road, Singapore 427592 Singapore",nil,nil,nil,"Sun12:00 PM - 10:00 PM,Mon12:00 PM - 10:00 PM,Tue12:00 PM - 11:00 PM,Wed12:00 PM - 10:00 PM,Thu12:00 PM - 10:00 PM,Fri12:00 PM - 10:00 PM,Sat12:00 PM - 10:00 PM",,nil,nil,nil,nil,3.5,14,True,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5338,Nonya &amp; Baba,"1 Harbourfront Walk Vivo City Floor 01 Unit 56 54 Vivo City, Singapore 098585 Singapore",nil,nil,nil,"Sun5:00 PM - 9:00 PM,Mon11:30 AM - 9:00 PM,Tue11:30 AM - 10:00 PM,Wed11:30 AM - 10:00 PM,Thu11:30 AM - 10:00 PM,Fri11:30 AM - 10:00 PM,Sat5:00 PM - 10:00 PM",,40,35,35,40,3.5,25,True,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5339,Cedele - Paragon,"290 Orchard Road #01-20A the Paragon Paragon, Singapore 238859 Singapore",nil,nil,nil,Sun11:00 AM - 9:00 PM,,40,35,35,nil,3.5,17,True,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5340,Lee's Confectionary,"343 Jurong East Street 31 Yuhua Place, Singapore 600343 Singapore",nil,nil,nil,None,,nil,nil,nil,nil,4.0,5,True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5341,Yi Qian Ling Yi Ye,"1 Northpoint Drive Northpoint City #B1-184 Northpoint City, Singapore 768019 Singapore",nil,nil,nil,"Sun11:00 AM - 11:00 PM,Mon11:00 AM - 11:00 PM,Tue11:00 AM - 11:00 PM,Wed11:00 AM - 11:00 PM,Thu11:00 AM - 11:00 PM,Fri11:00 AM - 11:00 PM,Sat11:00 AM - 11:00 PM",,nil,nil,nil,nil,3.5,7,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5342,Ma Bo Lor Mee,"216 Bedok Nth St 1 #01-76, Singapore Singapore",nil,nil,nil,"Sun07:00 AM - 1:00 PM,Mon07:00 AM - 1:00 PM,Wed07:00 AM - 1:00 PM,Thu07:00 AM - 1:00 PM,Fri07:00 AM - 1:00 PM,Sat07:00 AM - 1:00 PM",,nil,nil,nil,nil,4.5,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5343,Subway,"1 Rochor Canal Road Sim Lim Square #B1-27/28, Sim Lim Square, Singapore 188504 Singapore",nil,nil,nil,None,nil,nil,nil,nil,nil,4.0,7,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5344,Kiosk,"41 Duxton Hill, Singapore 089619 Singapore",nil,nil,nil,"Wed6:00 PM - 11:00 PM,Thu6:00 PM - 11:00 PM,Fri6:00 PM - 12:30 AM,Sat6:00 PM - 11:00 PM",,nil,nil,nil,nil,5.0,4,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5345,Bee Heong Palace Restaurant,"134 Telok Ayer Street 01-00 Telok Ayer Shop Houses, Singapore 068600 Singapore",nil,nil,nil,None,,nil,nil,nil,nil,3.5,12,True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5346,Camp Kilo Charcoal Club,"66 Kampong Bugis Kallang Rivergreen Building #01-01, Singapore 338987 Singapore",nil,nil,nil,"Sun11:00 AM - 11:00 PM,Fri5:30 PM - 11:00 PM,Sat11:00 AM - 11:00 PM",,35,30,30,nil,3.5,26,True,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5347,Flavours By Saute,"107 North Bridge Road #1-30 #B Funan Mall, Singapore 179105 Singapore",nil,nil,nil,None,,40,35,35,nil,3.5,11,True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5348,Inaho’S Kitchen Bar,"60 Duxton Road, Singapore 089524 Singapore",nil,nil,nil,None,,nil,nil,nil,nil,4.5,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5349,Blanco Court Traditional Hainan Beef Noodles,"92 Guillemard Road, Singapore 399716 Singapore",nil,nil,nil,None,,nil,nil,nil,nil,3.5,12,True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5350,64 Loyang Way Big Prawn Noodles,"64 Loyang Way, Singapore 508754 Singapore",nil,nil,nil,None,,nil,nil,nil,nil,4.5,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5351,Tom N Toms Coffee,"12 Gopeng Street, #01-12 ICON Village Singapore 078877, Singapore Singapore",nil,nil,nil,"Sun07:00 AM - 12:00 AM,Mon07:00 AM - 12:00 AM,Tue07:00 AM - 12:00 AM,Wed07:00 AM - 12:00 AM,Thu07:00 AM - 12:00 AM,Fri07:00 AM - 12:00 AM,Sat07:00 AM - 12:00 AM",,35,35,30,40,3.5,34,True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
5352,Wall Street Deli Cafe,"3 Pickering Street Nankin Row #01-36/37 Nankin Row, Singapore 048660 Singapore",nil,nil,nil,None,,nil,nil,nil,nil,4.5,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5353,BigBrand Satay,"181 South Bridge Road Capri By Fraser China Square #01-04/K3, Capri by Fraser China Square, Singapore 058743 Singapore",nil,nil,nil,"Sun11:00 AM - 6:00 PM,Mon11:00 AM - 6:00 PM,Tue11:00 AM - 6:00 PM,Wed11:00 AM - 6:00 PM,Thu11:00 AM - 6:00 PM,Fri11:00 AM - 6:00 PM,Sat11:00 AM - 6:00 PM",,nil,nil,nil,nil,4.5,7,True,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5354,The Cheese Artisans,"18 Greenwood Avenue Hillcrest Park Hillcrest Park, Singapore 289212 Singapore",nil,nil,nil,"Sun10:00 AM - 10:00 PM,Tue10:00 AM - 10:00 PM,Wed10:00 AM - 10:00 PM,Thu10:00 AM - 10:00 PM,Fri10:00 AM - 10:00 PM,Sat10:00 AM - 10:00 PM",,nil,nil,nil,nil,4.0,5,True,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5355,Yassin Kampung Seafood- Admiralty,"676 Woodlands Drive 71 #01-03, Singapore 730676 Singapore",nil,nil,nil,None,,40,35,35,40,3.5,42,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5356,Jia Xiang Sarawak Kuching Kolo Mee,"6 Raffles Boulevard Marina Square #02-220A to 222A Marina Square, Singapore 039594 Singapore",nil,nil,nil,"Sun10:30 AM - 10:00 PM,Mon10:30 AM - 10:00 PM,Tue10:30 AM - 10:00 PM,Wed10:30 AM - 10:00 PM,Thu10:30 AM - 10:00 PM,Fri10:30 AM - 10:00 PM,Sat10:30 AM - 10:00 PM",,nil,nil,nil,nil,3.5,6,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5357,Crazy Elepahnt,"The Cannery #01-00, 3D, Singapore Singapore",nil,nil,nil,None,,nil,nil,nil,nil,4.5,6,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5358,So Pho,"83 Punggol Central #01-28 Watertown Waterway Point, Singapore 828761 Singapore",nil,nil,nil,"Sun11:00 AM - 10:00 PM,Mon11:00 AM - 10:00 PM,Tue11:00 AM - 10:00 PM,Wed11:00 AM - 10:00 PM,Thu11:00 AM - 10:00 PM,Fri11:00 AM - 10:00 PM,Sat11:00 AM - 10:00 PM",,nil,nil,nil,nil,3.5,11,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5359,Astons Express,"10 Eunos Road 8 Singapore Post Centre 8 Singapore Post Centre #B2-08 Kopitiam Foodcourt Stall 14, Singapore 408600 Singapore",nil,nil,nil,None,nil,nil,nil,nil,nil,4.5,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5360,Starbucks,"176 Orchard Road The Centrepoint #01-41/42 Centrepoint, Singapore 238843 Singapore",nil,nil,nil,None,nil,35,30,35,nil,3.5,17,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5361,Thida Cuisine Corner,"Golden Mile Complex, #01-48, Singapore Singapore",nil,nil,nil,None,nil,nil,nil,nil,nil,4.0,6,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5362,PPP Coffee,"107 North Bridge Road #02-19 Funan, Singapore 179105 Singapore",nil,nil,nil,None,,nil,nil,nil,nil,3.5,10,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5363,Randy Indulgence,"7 Wallich Street #1-10 Tanjong Pagar Centre #B, Singapore 078884 Singapore",nil,nil,nil,None,nil,nil,nil,nil,nil,4.0,5,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5364,Cafe Patisserie,"175 Bencoolen Street Burlington Square Burlington Square #01-33, Singapore 189649 Singapore",nil,nil,nil,None,nil,nil,nil,nil,nil,4.0,7,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5365,P &amp; Z Eating House,"135 Geylang Road Joyfor Singapore #01-01, Singapore 389226 Singapore",nil,nil,nil,"Sun07:00 AM - 5:00 PM,Mon07:00 AM - 5:00 PM,Tue07:00 AM - 5:00 PM,Wed07:00 AM - 5:00 PM,Thu07:00 AM - 5:00 PM,Fri07:00 AM - 5:00 PM,Sat07:00 AM - 5:00 PM",,nil,nil,nil,nil,5.0,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5366,Heng Gi Goose &amp; Duck Rice,"665 Buffalo Road Zhujiao Centre (Tekka Market) #01-335, Tekka Centre, Singapore 210665 Singapore",nil,nil,nil,None,,nil,nil,nil,nil,4.0,6,True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5367,Quality Cafe,"201 Balestier Road Quality Hotel Marlow, Singapore 329926 Singapore",nil,nil,nil,"Sun07:00 AM - 10:00 AM11:30 AM - 2:30 PM6:00 PM - 10:00 PM,Mon07:00 AM - 10:00 AM11:30 AM - 2:30 PM6:00 PM - 10:00 PM,Tue07:00 AM - 10:00 AM11:30 AM - 2:30 PM6:00 PM - 10:00 PM,Wed07:00 AM - 10:00 AM11:30 AM - 2:30 PM6:00 PM - 10:00 PM,Thu07:00 AM - 10:00 AM11:30 AM - 2:30 PM6:00 PM - 10:00 PM,Fri07:00 AM - 10:00 AM11:30 AM - 2:30 PM6:00 PM - 10:00 PM,Sat07:00 AM - 10:00 AM11:30 AM - 2:30 PM6:00 PM - 10:00 PM",,35,30,35,nil,3.5,17,True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5368,Shanghai Palace Seafood Restaurant,"5 Coleman Street Peninsula.Excelsior Hotel #04-02 Excelsior Hotel Shopping Centre,, Singapore 179805 Singapore",nil,nil,nil,None,,nil,nil,nil,nil,4.5,5,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5369,Boulangerie Asanoya - Bukit Timah,"913 Bukit Timah Road Tan Chong Motor Centre next to Tan Chong Motors, Singapore 589623 Singapore",nil,nil,nil,"Mon11:00 AM - 6:00 PM,Tue11:00 AM - 6:00 PM,Wed11:00 AM - 6:00 PM,Thu11:00 AM - 6:00 PM,Fri11:00 AM - 6:00 PM",,nil,nil,nil,nil,5.0,3,True,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5370,Tong Garden,"169 Bedok South Avenue 3 Airfield Coffeeshop Blk 168, Singapore 460169 Singapore",nil,nil,nil,None,,nil,nil,nil,nil,4.5,3,True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5371,Teahouse The Asian Kitchen,"252 North Bridge Road Raffles City Shopping Centre #B1-14/15 Raffles City Shopping Centre, Singapore 179103 Singapore",nil,nil,nil,None,,35,35,35,30,3.5,16,True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5372,Yoguru,"5 Stadium Walk Leisure Park Kallang Kallang Leisure Park, #01-10A, Singapore 397693 Singapore",nil,nil,nil,"Sun10:00 AM - 11:00 PM,Mon11:00 AM - 10:00 PM,Tue11:00 AM - 10:00 PM,Wed11:00 AM - 10:00 PM,Thu11:00 AM - 10:00 PM,Fri11:00 AM - 11:00 PM,Sat10:00 AM - 11:00 PM",,nil,nil,nil,nil,4.5,5,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5373,Baker’S Bench,"6 Bukit Pasoh Road, Singapore 089820 Singapore",nil,nil,nil,None,,nil,nil,nil,nil,4.5,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5374,Siam Sensation Thai Cuisine,"10 Anson Road International Plaza #01-40 International Plaza, Singapore 079903 Singapore",nil,nil,nil,"Mon11:00 AM - 9:00 PM,Tue11:00 AM - 9:00 PM,Wed11:00 AM - 9:00 PM,Thu11:00 AM - 9:00 PM,Fri11:00 AM - 9:00 PM,Sat11:00 AM - 3:00 PM",,nil,nil,nil,nil,4.0,6,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5375,Burger King,"1 Harbour Front Walk 02-80/81 Vivocity, Singapore 098585 Singapore",nil,nil,nil,"Sun08:00 AM - 10:00 PM,Mon10:00 AM - 10:00 PM,Tue10:00 AM - 10:00 PM,Wed10:00 AM - 10:00 PM,Thu10:00 AM - 10:00 PM,Fri10:00 AM - 10:00 PM,Sat08:00 AM - 10:00 PM",,nil,nil,nil,nil,4.0,9,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
