,name,location,working_hours,price_range,tags,foodRating,serviceRating,valueRating,atmosphereRating,overallRating,overallRatingCnt
49,Meta Restaurant,"1 Keong Saik Road, Singapore 089109 Singapore","Mon6:00 PM - 11:00 PM,Tue6:00 PM - 11:00 PM,Wed6:00 PM - 11:00 PM,Thu12:00 PM - 1:45 PM6:00 PM - 11:00 PM,Fri12:00 PM - 1:45 PM6:00 PM - 11:00 PM,Sat12:00 PM - 1:45 PM6:00 PM - 11:00 PM",nil,"European,Asian,Fusion",45,45,40,40,4.5,358
50,Spago Dining Room by Wolfgang Puck,"10 Bay Front Avenue Marina Bay Resort, Sands SkyPark, Tower 2 Level 57 Access from Hotel Lobby Tower 2, Singapore 018956 Singapore","Sun12:00 PM - 2:30 PM6:00 PM - 11:00 PM,Mon12:00 PM - 2:30 PM6:00 PM - 10:00 PM,Tue12:00 PM - 2:30 PM6:00 PM - 10:00 PM,Wed12:00 PM - 2:30 PM6:00 PM - 10:00 PM,Thu12:00 PM - 2:30 PM6:00 PM - 10:00 PM,Fri12:00 PM - 2:30 PM6:00 PM - 11:00 PM,Sat12:00 PM - 2:30 PM6:00 PM - 11:00 PM",nil,"American,International,European",45,45,40,nil,4.5,"1,152"
51,Golden Peony at Conrad Centennial Singapore,"2 Temasek Boulevard Condrad Hotels &amp; Resorts, Singapore 038982 Singapore","Sun11:30 AM - 1:00 PM1:30 PM - 3:00 PM6:30 PM - 10:30 PM,Tue11:30 AM - 2:30 PM6:30 PM - 10:30 PM,Wed11:30 AM - 2:30 PM6:30 PM - 10:30 PM,Thu11:30 AM - 2:30 PM6:30 PM - 10:30 PM,Fri11:30 AM - 2:30 PM6:30 PM - 10:30 PM,Sat11:30 AM - 1:00 PM1:30 PM - 3:00 PM6:30 PM - 10:30 PM",,"Chinese,Asian,Cantonese",40,40,35,40,4.5,491
52,The Lobby Lounge at InterContinental Singapore,"80 Middle Road Level 1, InterContinental Singapore, Singapore 188966 Singapore","Sun11:30 AM - 11:30 PM,Mon11:30 AM - 11:30 PM,Tue11:30 AM - 11:30 PM,Wed11:30 AM - 11:30 PM,Thu11:30 AM - 11:30 PM,Fri11:30 AM - 11:30 PM,Sat11:30 AM - 11:30 PM",nil,"Bar,International,Asian",45,45,40,45,4.5,590
53,Winestone,"30 Stevens Road #01-09, Singapore 257840 Singapore","Sun12:00 PM - 10:00 PM,Tue12:00 PM - 10:00 PM,Wed12:00 PM - 10:00 PM,Thu12:00 PM - 10:00 PM,Fri12:00 PM - 10:30 PM,Sat12:00 PM - 10:30 PM",nil,"Bar,European,Wine Bar",40,40,40,40,4.5,396
54,Soi Aroy,"1 Rochor Canal Road Sim Lim Square 02-08 Sim Lim Square, Singapore 188504 Singapore","Sun11:00 AM - 8:00 PM,Mon11:00 AM - 8:00 PM,Tue11:00 AM - 8:00 PM,Wed11:00 AM - 8:00 PM,Thu11:00 AM - 8:00 PM,Fri11:00 AM - 8:00 PM,Sat11:00 AM - 8:00 PM",,"Asian,Thai,Healthy",50,45,50,nil,5.0,192
56,Asian Market Cafe,"80 Bras Basah Road, Singapore 189560 Singapore","Sun12:00 PM - 4:00 PM6:00 PM - 10:00 PM,Mon12:00 PM - 2:30 PM6:00 PM - 10:00 PM,Tue12:00 PM - 2:30 PM6:00 PM - 10:00 PM,Wed12:00 PM - 2:30 PM6:00 PM - 10:00 PM,Thu12:00 PM - 2:30 PM6:00 PM - 10:00 PM,Fri12:00 PM - 2:30 PM6:00 PM - 10:00 PM,Sat12:00 PM - 4:00 PM6:00 PM - 10:00 PM",nil,"Asian,Singaporean,Halal",40,40,35,40,4.5,905
57,Heart of Darkness,"1 Keong Saik Road, Singapore 089109 Singapore","Sun12:00 PM - 10:30 PM,Mon2:00 PM - 10:30 PM,Tue2:00 PM - 10:30 PM,Wed2:00 PM - 10:30 PM,Thu12:00 PM - 10:30 PM,Fri12:00 PM - 10:30 PM,Sat12:00 PM - 10:30 PM",,"International,European,Vegan Options",45,45,45,35,5.0,182
59,KOMA Singapore,"The Shoppes at Marina Bay Sands, 2 Bayfront Ave, #B1-67, Singapore 018972 Singapore","Sun11:30 AM - 3:00 PM5:00 PM - 12:00 AM,Mon11:30 AM - 3:00 PM5:00 PM - 12:00 AM,Tue11:30 AM - 3:00 PM5:00 PM - 12:00 AM,Wed11:30 AM - 3:00 PM5:00 PM - 12:00 AM,Thu11:30 AM - 3:00 PM5:00 PM - 12:00 AM,Fri11:30 AM - 3:00 PM5:00 PM - 12:00 AM,Sat11:30 AM - 3:00 PM5:00 PM - 12:00 AM",,"Japanese,Sushi,Asian",45,45,40,45,4.5,745
60,MO BAR,"5 Raffles Avenue, Marina Square, Singapore 039797 Singapore","Sun12:00 PM - 10:30 PM,Mon5:00 PM - 10:30 PM,Tue5:00 PM - 10:30 PM,Wed5:00 PM - 10:30 PM,Thu5:00 PM - 10:30 PM,Fri5:00 PM - 10:30 PM,Sat12:00 PM - 10:30 PM",,Bar,45,45,45,45,4.5,359
61,Grids Coffee | Bar,"200 South Bridge Road Chinatown Downtown Line Exit F, Singapore 058749 Singapore","Sun09:00 AM - 6:00 PM,Mon09:00 AM - 6:00 PM,Wed09:00 AM - 6:00 PM,Thu09:00 AM - 12:00 AM,Fri09:00 AM - 12:00 AM,Sat09:00 AM - 12:00 AM",,"Bar,Cafe,Gastropub",45,45,40,45,4.5,150
62,Spice Brasserie,"181 Kitchener Road Parkroyal On Kitchener Road PARKROYAL on Kitchener Road, Singapore 208533 Singapore","Sun11:00 AM - 9:30 PM,Mon11:00 AM - 9:30 PM,Tue11:00 AM - 9:30 PM,Wed11:00 AM - 9:30 PM,Thu11:00 AM - 9:30 PM,Fri11:00 AM - 9:30 PM,Sat11:00 AM - 9:30 PM",nil,"Seafood,International,Asian",40,40,40,35,4.5,587
63,il Cielo,"581 Orchard Road Level 24, Voco Orchard Singapore, Singapore 238883 Singapore","Sun12:00 PM - 3:30 PM,Wed12:00 PM - 3:00 PM5:00 PM - 10:00 PM,Thu12:00 PM - 3:00 PM5:00 PM - 10:00 PM,Fri12:00 PM - 3:00 PM5:00 PM - 10:00 PM,Sat12:00 PM - 3:00 PM5:00 PM - 10:00 PM",nil,"Italian,European,Vegetarian Friendly",45,45,40,40,4.5,550
64,Alley on 25,"5 Fraser Street Level 25 Andaz Singapore, Singapore 189354 Singapore","Sun07:30 AM - 10:30 PM,Mon07:30 AM - 10:30 PM,Tue07:30 AM - 10:30 PM,Wed07:30 AM - 10:30 PM,Thu07:30 AM - 10:30 PM,Fri07:30 AM - 10:30 PM,Sat07:30 AM - 10:30 PM",nil,"International,Singaporean,Vegetarian Friendly",40,45,40,40,4.5,558
65,ShuKuu Izakaya &amp; Sake Bar,"8 Stanley Street, Singapore 068727 Singapore","Sun5:30 PM - 10:30 PM,Mon5:30 PM - 10:30 PM,Tue5:30 PM - 10:30 PM,Wed5:30 PM - 10:30 PM,Thu5:30 PM - 10:30 PM,Fri5:30 PM - 10:30 PM,Sat5:30 PM - 10:30 PM",nil,"Japanese,Bar,Asian",45,45,40,40,4.5,617
66,Mr Stork,"5 Fraser Street Andaz Singapore Level 39, Andaz Singapore - a concept by Hyatt, Singapore 189354 Singapore","Sun3:00 PM - 12:00 AM,Mon5:00 PM - 12:00 AM,Tue5:00 PM - 12:00 AM,Wed5:00 PM - 12:00 AM,Thu5:00 PM - 01:00 AM,Fri5:00 PM - 01:00 AM,Sat3:00 PM - 12:00 AM",nil,"Bar,Vegetarian Friendly,Vegan Options",40,45,40,nil,4.5,511
68,Leo Cafe &amp; Restaurant,"23 Middle Road #02-00 Populous Hotel Populous Hotel, Singapore 188933 Singapore","Sun09:30 AM - 11:00 PM,Mon09:30 AM - 11:00 PM,Tue09:30 AM - 11:00 PM,Wed09:30 AM - 11:00 PM,Thu09:30 AM - 11:00 PM,Fri09:30 AM - 11:00 PM,Sat09:30 AM - 11:00 PM",nil,"Cafe,Asian,Singaporean",45,45,45,45,4.5,470
69,Zazz Pizza,"18 Cross Street Cross Street Exchange #01-108 Cross Street Exchange, Singapore 048423 Singapore","Sun11:30 AM - 10:00 PM,Mon12:00 PM - 2:30 PM5:30 PM - 10:00 PM,Tue12:00 PM - 2:30 PM5:30 PM - 10:00 PM,Wed12:00 PM - 2:30 PM5:30 PM - 10:00 PM,Thu12:00 PM - 2:30 PM5:30 PM - 10:00 PM,Fri12:00 PM - 2:30 PM5:30 PM - 10:30 PM,Sat11:30 AM - 10:30 PM",,"Italian,Pizza,European",45,45,45,nil,4.5,199
70,Spago Bar &amp; Lounge,"10 Bayfront Avenue Marina Bay Sands Tower 2 Floor 57 Marina Bay Sands, Singapore 018956 Singapore","Sun07:00 AM - 10:30 AM12:00 PM - 12:00 AM,Mon07:00 AM - 10:30 AM12:00 PM - 12:00 AM,Tue07:00 AM - 10:30 AM12:00 PM - 12:00 AM,Wed07:00 AM - 10:30 AM12:00 PM - 12:00 AM,Thu07:00 AM - 10:30 AM12:00 PM - 12:00 AM,Fri07:00 AM - 10:30 AM12:00 PM - 12:00 AM,Sat07:00 AM - 10:30 AM12:00 PM - 12:00 AM",nil,"Bar,International,Asian",45,45,40,nil,4.5,581
71,Escape Steakhouse &amp; Poolside Bar,"1 Farrer Park Station Road Connexion One Farrer Hotel, Singapore 217562 Singapore","Sun12:00 PM - 10:00 PM,Mon12:00 PM - 10:00 PM,Tue12:00 PM - 10:00 PM,Wed12:00 PM - 10:00 PM,Thu12:00 PM - 10:00 PM,Fri12:00 PM - 10:30 PM,Sat12:00 PM - 10:30 PM",nil,"Steakhouse,Vegetarian Friendly,Vegan Options",35,40,35,40,4.0,397
72,Man Fu Yuan,"80 Middle Road Level 2, InterContinental Singapore, Singapore 188966 Singapore","Sun11:30 AM - 3:00 PM6:00 PM - 10:00 PM,Mon09:00 AM - 10:00 PM,Tue09:00 AM - 10:00 PM,Wed12:00 PM - 3:00 PM6:00 PM - 10:00 PM,Thu12:00 PM - 3:00 PM6:00 PM - 10:00 PM,Fri12:00 PM - 3:00 PM6:00 PM - 10:00 PM,Sat11:30 AM - 3:00 PM6:00 PM - 10:00 PM",nil,"Chinese,Asian,Cantonese",40,45,35,40,4.5,652
73,Le Petit Chef - Singapore,"10 Scotts Road Grand Hyatt Singapore Grand Hyatt Singapore, Singapore 228211 Singapore","Sun12:00 PM - 11:00 PM,Mon12:00 PM - 11:00 PM,Tue12:00 PM - 11:00 PM,Wed12:00 PM - 11:00 PM,Thu12:00 PM - 11:00 PM,Fri12:00 PM - 11:00 PM,Sat12:00 PM - 11:00 PM",nil,"Chinese,Indian,Asian",40,45,40,nil,4.5,130
74,Guo Fu Steamboat,"20 Cross Street China Square Central #01-31/32/33 Cross Street Exchange, Singapore 048422 Singapore","Sun11:30 AM - 10:00 PM,Mon11:30 AM - 10:00 PM,Tue11:30 AM - 10:00 PM,Wed11:30 AM - 10:00 PM,Thu11:30 AM - 10:00 PM,Fri11:30 AM - 10:00 PM,Sat11:30 AM - 10:00 PM",,"Chinese,Asian,Soups",40,40,40,nil,4.0,42
75,Merci Marcel Tiong Bahru,"56 Eng Hoon Street Tiong Bahru Estate Tiong Bahru, Singapore 160056 Singapore","Sun08:00 AM - 11:00 PM,Mon08:00 AM - 12:00 AM,Tue08:00 AM - 12:00 AM,Wed08:00 AM - 12:00 AM,Thu08:00 AM - 12:00 AM,Fri08:00 AM - 12:00 AM,Sat08:00 AM - 12:00 AM",nil,"Cafe,Vegetarian Friendly,Vegan Options",45,45,40,nil,4.5,338
76,Cassia Restaurant,"1 The Knolls Capella Hotel, Singapore 098297 Singapore","Sun12:00 PM - 2:00 PM6:30 PM - 10:00 PM,Mon12:00 PM - 2:00 PM6:30 PM - 10:00 PM,Tue12:00 PM - 2:00 PM6:30 PM - 10:00 PM,Wed12:00 PM - 2:00 PM6:30 PM - 10:00 PM,Thu12:00 PM - 2:00 PM6:30 PM - 10:00 PM,Fri12:00 PM - 2:00 PM6:30 PM - 10:00 PM,Sat12:00 PM - 2:00 PM6:30 PM - 10:00 PM",nil,"Chinese,Asian,Cantonese",45,45,40,45,4.5,304
78,Takeshi Noodle Bar,"12 Teck Lim Road Hotel Soloha, Singapore 088387 Singapore","Sun12:00 PM - 11:00 PM,Mon12:00 PM - 3:00 PM5:00 PM - 11:00 PM,Wed12:00 PM - 3:00 PM5:00 PM - 11:00 PM,Thu12:00 PM - 3:00 PM5:00 PM - 11:00 PM,Fri12:00 PM - 3:00 PM5:00 PM - 12:00 AM,Sat12:00 AM - 11:59 PM",nil,"Japanese,Asian,Fusion",45,45,45,nil,4.5,558
79,Alma By Juan Amador,"22 Scotts Road Goodwood Park Hotel Goodwood Park Hotel, Singapore 228221 Singapore","Mon6:00 PM - 10:30 PM,Tue12:00 PM - 2:30 PM6:00 PM - 10:30 PM,Wed12:00 PM - 2:30 PM6:00 PM - 10:30 PM,Thu12:00 PM - 2:30 PM6:00 PM - 10:30 PM,Fri12:00 PM - 2:30 PM6:00 PM - 10:30 PM,Sat12:00 PM - 2:30 PM6:00 PM - 10:30 PM",,"European,Fusion,Vegetarian Friendly",45,45,45,40,4.5,679
81,Republic,"7 Raffles Avenue Ritz Carlton Millenia Singapore The Ritz-Carlton, Millenia Singapore, Singapore 039799 Singapore","Sun09:00 AM - 11:00 PM,Mon12:00 PM - 11:00 PM,Tue12:00 PM - 11:00 PM,Wed12:00 PM - 11:00 PM,Thu12:00 PM - 11:00 PM,Fri12:00 PM - 11:00 PM,Sat12:00 PM - 11:00 PM",nil,"Bar,Seafood,International",45,45,40,45,4.5,455
82,En Sushi,"112 Middle Road Midland House #01-00B Midland House, Singapore 188970 Singapore","Sun11:30 AM - 3:00 PM5:30 PM - 10:00 PM,Mon11:30 AM - 3:00 PM6:00 PM - 10:00 PM,Tue11:30 AM - 3:00 PM6:00 PM - 10:00 PM,Wed11:30 AM - 3:00 PM6:00 PM - 10:00 PM,Thu11:30 AM - 3:00 PM6:00 PM - 10:00 PM,Fri11:30 AM - 3:00 PM5:30 PM - 10:00 PM,Sat11:30 AM - 3:00 PM5:30 PM - 10:00 PM",,"Japanese,Sushi,Asian",45,45,45,nil,4.5,335
83,Kinou,"2 Teck Lim Road, Singapore 088380 Singapore","Tue3:00 PM - 12:00 AM,Wed3:00 PM - 12:00 AM,Thu3:00 PM - 12:00 AM,Fri12:00 PM - 12:00 AM,Sat3:00 PM - 12:00 AM",nil,"French,Wine Bar,Gastropub",45,50,45,45,4.5,186
84,The Communal Place,"465 Joo Chiat Road, Singapore 427677 Singapore","Sun11:00 AM - 10:00 PM,Mon11:00 AM - 10:00 PM,Tue11:00 AM - 10:00 PM,Wed11:00 AM - 10:00 PM,Thu11:00 AM - 10:00 PM,Fri11:00 AM - 10:00 PM,Sat11:00 AM - 10:00 PM",nil,"Italian,American,Bar",45,50,45,nil,4.5,152
85,The Orchard Cafe,"442 Orchard Road Orchard Hotel Singapore Lobby Level Orchard Hotel, Singapore 238879 Singapore","Sun11:30 AM - 2:30 PM6:00 PM - 10:00 PM,Mon11:30 AM - 2:30 PM6:00 PM - 10:00 PM,Tue11:30 AM - 2:30 PM6:00 PM - 10:00 PM,Wed11:30 AM - 2:30 PM6:00 PM - 10:00 PM,Thu11:30 AM - 2:30 PM6:00 PM - 10:00 PM,Fri11:30 AM - 2:30 PM6:00 PM - 10:00 PM,Sat11:30 AM - 2:30 PM6:00 PM - 10:00 PM",nil,"Cafe,International,Asian",40,40,40,40,4.5,428
87,The Line,"22 Orange Grove Road Shangri-La Hotel Tower Wing, Lower Lobby, Singapore 258350 Singapore","Sun07:00 AM - 12:00 PM12:30 PM - 2:30 PM6:00 PM - 10:00 PM,Mon07:00 AM - 12:00 PM6:00 PM - 10:00 PM,Tue07:00 AM - 12:00 PM6:00 PM - 10:00 PM,Wed07:00 AM - 12:00 PM6:00 PM - 10:00 PM,Thu07:00 AM - 12:00 PM6:00 PM - 10:00 PM,Fri07:00 AM - 12:00 PM12:30 PM - 2:30 PM6:00 PM - 10:00 PM,Sat07:00 AM - 12:00 PM12:30 PM - 2:30 PM6:00 PM - 10:00 PM",nil,"Seafood,International,Asian",40,40,35,35,4.5,"3,183"
88,Hummus and Tandoor,"23 Baghdad Street, Singapore 199662 Singapore","Sun11:00 AM - 03:00 AM,Mon11:00 AM - 03:00 AM,Tue11:00 AM - 03:00 AM,Wed11:00 AM - 03:00 AM,Thu11:00 AM - 03:00 AM,Fri11:00 AM - 03:00 AM,Sat11:00 AM - 03:00 AM",,"Mediterranean,Healthy,Middle Eastern",40,40,35,nil,4.5,287
89,Meat N' Chill,"805 Bukit Timah Road Sixth Avenue Centre #01-04, Singapore 279883 Singapore","Sun11:00 AM - 2:30 PM5:00 PM - 9:00 PM,Tue11:30 AM - 2:30 PM5:00 PM - 9:00 PM,Wed11:30 AM - 2:30 PM5:00 PM - 9:00 PM,Thu11:30 AM - 2:30 PM5:00 PM - 9:00 PM,Fri11:30 AM - 2:30 PM5:00 PM - 9:00 PM,Sat11:00 AM - 2:30 PM5:00 PM - 9:00 PM",nil,"American,Steakhouse,Southwestern",45,45,45,35,4.5,430
90,My Awesome Cafe,"202 Telok Ayer Street, Singapore 068639 Singapore","Sun08:30 AM - 9:00 PM,Mon09:30 AM - 10:30 PM,Tue09:30 AM - 10:30 PM,Wed09:30 AM - 10:30 PM,Thu09:30 AM - 10:30 PM,Fri09:30 AM - 10:30 PM,Sat08:30 AM - 10:30 PM",nil,"French,Bar,Cafe",45,45,45,45,4.5,"1,249"
91,Lawry's The Prime Rib,"333A Orchard Road Mandarin Gallery #04-01/31 Mandarin Gallery, Singapore 238897 Singapore","Sun11:30 AM - 10:00 PM,Mon11:30 AM - 10:00 PM,Tue11:30 AM - 10:00 PM,Wed11:30 AM - 10:00 PM,Thu11:30 AM - 10:00 PM,Fri11:30 AM - 10:30 PM,Sat11:30 AM - 10:30 PM",,"American,Steakhouse,Gluten Free Options",45,45,40,45,4.5,"1,561"
93,Cure,"21 Keong Saik Road, Singapore 089128 Singapore","Tue6:00 PM - 10:00 PM,Wed6:00 PM - 10:00 PM,Thu6:00 PM - 10:00 PM,Fri12:00 PM - 2:00 PM6:00 PM - 10:00 PM,Sat12:00 PM - 2:00 PM6:00 PM - 10:00 PM",,"Irish,European,Vegetarian Friendly",45,45,45,45,4.5,234
94,Rise Restaurant,"10 Bayfront Avenue, Marina Bay Sands Marina Bay Sands Hotel Lobby, Hotel Tower 1, Singapore 018956 Singapore","Sun06:30 AM - 11:00 AM12:00 PM - 2:30 PM6:00 PM - 10:30 PM,Mon06:30 AM - 11:00 AM12:00 PM - 2:30 PM6:00 PM - 10:30 PM,Tue06:30 AM - 11:00 AM12:00 PM - 2:30 PM6:00 PM - 10:30 PM,Wed06:30 AM - 11:00 AM12:00 PM - 2:30 PM6:00 PM - 10:30 PM,Thu06:30 AM - 11:00 AM12:00 PM - 2:30 PM6:00 PM - 10:30 PM,Fri06:30 AM - 11:00 AM12:00 PM - 2:30 PM6:00 PM - 10:30 PM,Sat06:30 AM - 11:00 AM12:00 PM - 2:30 PM6:00 PM - 10:30 PM",,"Vegetarian Friendly,Vegan Options,Gluten Free Options",45,45,40,nil,4.5,908
95,Beach Road Kitchen,"30 Beach Road, Access Via Nicoll Highway JW Marriott Hotel Singapore South Beach, Singapore 189763 Singapore","Sun07:00 AM - 10:30 AM12:00 PM - 3:00 PM6:00 PM - 10:00 PM,Mon07:00 AM - 10:30 AM,Tue07:00 AM - 10:30 AM,Wed07:00 AM - 10:30 AM,Thu07:00 AM - 10:30 AM,Fri07:00 AM - 10:30 AM6:00 PM - 10:00 PM,Sat07:00 AM - 10:30 AM12:00 PM - 2:30 PM6:00 PM - 10:00 PM",,"Seafood,International,Grill",40,45,40,45,4.5,"1,268"
96,The Ramen Stall,"787 North Bridge Road, Singapore 198755 Singapore","Sun11:00 AM - 11:00 PM,Mon11:00 AM - 11:00 PM,Tue11:00 AM - 11:00 PM,Wed11:00 AM - 11:00 PM,Thu11:00 AM - 11:00 PM,Fri12:00 AM - 02:00 AM11:00 AM - 02:00 AM,Sat11:00 AM - 12:00 AM",nil,"Japanese,Sushi,Asian",40,40,40,45,4.5,471
97,LAVO Italian Restaurant &amp; Rooftop Bar,"10 Bayfront Avenue Marina Bay Sands Marina Bay Sands,, Singapore 018956 Singapore","Sun12:00 PM - 12:00 AM,Mon10:30 AM - 02:00 AM,Tue10:30 AM - 02:00 AM,Wed10:30 AM - 02:00 AM,Thu10:30 AM - 02:00 AM,Fri10:30 AM - 02:00 AM,Sat10:30 AM - 02:00 AM",,"Italian,European,Healthy",40,45,40,nil,4.5,"1,625"
98,Kafe Utu,"12 Jiak Chuan Road, Singapore 089265 Singapore","Sun08:00 AM - 11:00 PM,Mon08:00 AM - 5:00 PM,Wed08:00 AM - 11:00 PM,Thu08:00 AM - 11:00 PM,Fri08:00 AM - 12:00 AM,Sat08:00 AM - 12:00 AM",,"African,International,Vegetarian Friendly",45,40,40,nil,4.0,62
99,Odette,"1 St. Andrew's Road #01-04 National Gallery Singapore National Gallery Singapore, Singapore 178957 Singapore","Mon7:00 PM - 8:15 PM,Tue12:00 PM - 1:15 PM7:00 PM - 8:15 PM,Wed12:00 PM - 1:15 PM7:00 PM - 8:15 PM,Thu12:00 PM - 1:15 PM7:00 PM - 8:15 PM,Fri12:00 PM - 1:15 PM7:00 PM - 8:15 PM,Sat12:00 PM - 1:15 PM7:00 PM - 8:15 PM",nil,"French,European,Vegetarian Friendly",45,45,40,nil,4.5,451
100,MONTI,"Monti at 1-Pavilion, 82 Collyer Quay Monti At The Fullerton Pavilion, Singapore 049327 Singapore","Sun09:00 AM - 3:00 PM5:00 PM - 10:30 PM,Mon11:00 AM - 3:00 PM5:00 PM - 10:30 PM,Tue11:00 AM - 3:00 PM5:00 PM - 10:30 PM,Wed11:00 AM - 3:00 PM5:00 PM - 10:30 PM,Thu11:00 AM - 3:00 PM5:00 PM - 10:30 PM,Fri11:00 AM - 3:00 PM5:00 PM - 10:30 PM,Sat09:00 AM - 3:00 PM5:00 PM - 10:30 PM",nil,"Italian,Vegetarian Friendly,Vegan Options",45,45,40,45,4.5,624
101,Mott 32,"2 Bayfront Avenue B1-42-44, Galleria Level, The Shoppes at Marina Bay Sands, Singapore 018958 Singapore","Sun11:30 AM - 3:30 PM5:00 PM - 11:00 PM,Mon11:30 AM - 3:30 PM5:00 PM - 11:00 PM,Tue11:30 AM - 3:30 PM5:00 PM - 11:00 PM,Wed11:30 AM - 3:30 PM5:00 PM - 11:00 PM,Thu11:30 AM - 3:30 PM5:00 PM - 11:00 PM,Fri11:30 AM - 3:30 PM5:00 PM - 11:00 PM,Sat11:30 AM - 3:30 PM5:00 PM - 11:00 PM",nil,"Chinese,Asian,Contemporary",45,45,45,nil,4.5,210
102,Elixir Boutique Roasters,"10 Jalan Serene, #01-03A Serene Centre, Singapore 258748 Singapore","Sun08:30 AM - 3:30 PM,Mon08:30 AM - 3:30 PM,Tue08:30 AM - 3:30 PM,Thu08:30 AM - 3:30 PM,Fri08:30 AM - 3:30 PM,Sat08:30 AM - 3:30 PM",,"Cafe,Vegetarian Friendly",50,45,40,nil,4.5,121
103,Enjoy Eating House and Bar @ Stevens,"30 Stevens Road #01-07, Singapore 257840 Singapore","Sun11:00 AM - 11:00 PM,Mon11:00 AM - 11:00 PM,Tue11:00 AM - 11:00 PM,Wed11:00 AM - 11:00 PM,Thu11:00 AM - 11:00 PM,Fri11:00 AM - 11:00 PM,Sat11:00 AM - 11:00 PM",,"Chinese,Asian,Singaporean",50,50,45,nil,5.0,81
105,Joie by Dozo,"181 Orchard Road Orchard Central #12-01 Orchard Central, Singapore 238896 Singapore","Sun12:00 PM - 3:30 PM6:00 PM - 10:30 PM,Mon12:00 PM - 3:30 PM6:00 PM - 10:30 PM,Tue12:00 PM - 3:30 PM6:00 PM - 10:30 PM,Wed12:00 PM - 3:30 PM6:00 PM - 10:30 PM,Thu12:00 PM - 3:30 PM6:00 PM - 10:30 PM,Fri12:00 PM - 3:30 PM6:00 PM - 10:30 PM,Sat12:00 PM - 3:30 PM6:00 PM - 10:30 PM",,"Asian,Vegetarian Friendly,Vegan Options",45,45,45,45,4.5,316
106,Yardbird Southern Table &amp; Bar,"2 Bayfront Avenue Marina Bay Sands B1-07, L1-82 The Shoppes, Marina Bay Sands, Singapore 018972 Singapore","Sun10:00 AM - 10:00 PM,Mon12:00 PM - 10:00 PM,Tue12:00 PM - 10:00 PM,Wed12:00 PM - 10:00 PM,Thu12:00 PM - 10:00 PM,Fri12:00 PM - 11:00 PM,Sat10:00 AM - 11:00 PM",nil,"American,Bar,Vegetarian Friendly",45,45,40,40,4.5,828
107,Yan Ting,"29 Tanglin Road St. Regis Hotel Singapore The St. Regis Singapore level 1U, Singapore 247911 Singapore","Sun10:30 AM - 12:30 PM1:00 PM - 3:00 PM6:00 PM - 10:30 PM,Mon12:00 PM - 2:30 PM6:00 PM - 10:30 PM,Tue12:00 PM - 2:30 PM6:00 PM - 10:30 PM,Wed12:00 PM - 2:30 PM6:00 PM - 10:30 PM,Thu12:00 PM - 2:30 PM6:00 PM - 10:30 PM,Fri12:00 PM - 2:30 PM6:00 PM - 10:30 PM,Sat10:30 AM - 12:30 PM1:00 PM - 3:00 PM6:00 PM - 10:30 PM",nil,"Chinese,Asian,Cantonese",45,45,40,40,4.5,693
108,Peach Blossoms,"6 Raffles Boulevard Level 5 Marina Square, Singapore 039594 Singapore","Sun11:00 AM - 3:00 PM6:30 PM - 11:00 PM,Mon12:00 PM - 3:00 PM6:30 PM - 11:00 PM,Tue12:00 PM - 3:00 PM6:30 PM - 11:00 PM,Wed12:00 PM - 3:00 PM6:30 PM - 11:00 PM,Thu12:00 PM - 3:00 PM6:30 PM - 11:00 PM,Fri12:00 PM - 3:00 PM6:30 PM - 11:00 PM,Sat11:00 AM - 3:00 PM6:30 PM - 11:00 PM",nil,"Chinese,Asian,Cantonese",45,45,40,40,4.5,623
109,Crossroads,"320 Orchard Road Singapore Marriott Tang Plaza Hotel Singapore Marriott Tang Plaza Hotel, Singapore 238865 Singapore","Sun11:00 AM - 12:00 AM,Mon11:00 AM - 12:00 AM,Tue11:00 AM - 12:00 AM,Wed11:00 AM - 12:00 AM,Thu11:00 AM - 12:00 AM,Fri07:00 AM - 02:00 AM,Sat07:00 AM - 02:00 AM",,"Cafe,Vegetarian Friendly,Vegan Options",40,45,35,45,4.5,"1,138"
111,Shang Palace,"22 Orange Grove Road Shangri-La Hotel Tower Wing, Lobby Level, Singapore 258350 Singapore","Sun11:00 AM - 3:00 PM6:00 PM - 10:00 PM,Mon12:00 PM - 2:30 PM6:00 PM - 10:00 PM,Tue12:00 PM - 2:30 PM6:00 PM - 10:00 PM,Wed12:00 PM - 2:30 PM6:00 PM - 10:00 PM,Thu12:00 PM - 2:30 PM6:00 PM - 10:00 PM,Fri12:00 PM - 2:30 PM6:00 PM - 10:00 PM,Sat11:00 AM - 3:00 PM6:00 PM - 10:00 PM",,"Chinese,Asian,Cantonese",45,45,40,40,4.5,515
112,Greenleaf Cafe,"43, Cuff Road, Singapore 209753 Singapore","Sun11:00 AM - 10:00 PM,Mon11:00 AM - 10:00 PM,Wed11:00 AM - 10:00 PM,Thu11:00 AM - 10:00 PM,Fri11:00 AM - 10:00 PM,Sat11:00 AM - 10:00 PM",,"Indian,Asian,Healthy",45,45,50,nil,4.5,168
